File,Category,Normalization,Step,Mean_LE,Std_LE,Mean_HE,Std_HE
铜阶梯-校准前-1.2mm-220kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[15.2, 6.4, 3.2, 1.9, 1.0, 0.4, 0.0, 0.0, 0.0, 0.0]",-,"[23.6, 13.8, 8.4, 5.2, 3.2, 2.0, 1.1, 1.0, 0.2, 0.0]",-
铜阶梯-校准前-1.2mm-240kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[18.2, 8.1, 4.3, 2.5, 1.4, 1.0, 0.3, 0.0, 0.0, 0.0]",-,"[30.3, 18.3, 11.6, 7.4, 5.0, 3.1, 2.0, 1.2, 1.0, 0.8]",-
铜阶梯-校准前-1.2mm-260kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[21.2, 9.8, 5.4, 3.2, 2.0, 1.1, 0.9, 0.3, 0.0, 0.1]",-,"[37.3, 23.2, 15.0, 10.0, 6.7, 4.5, 3.0, 2.0, 1.3, 1.0]",-
铜阶梯-校准前-1.2mm-280kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[24.4, 11.6, 6.7, 4.1, 2.6, 1.7, 1.0, 0.9, 0.2, 0.3]",-,"[44.8, 28.4, 18.7, 12.6, 8.6, 6.0, 4.1, 3.0, 2.0, 1.7]",-
铜阶梯-校准前-1.2mm-300kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[27.5, 13.4, 7.9, 5.0, 3.2, 2.1, 1.4, 1.0, 0.7, 0.6]",-,"[52.7, 33.9, 22.7, 15.5, 10.8, 7.6, 5.3, 4.0, 2.9, 2.1]",-
铜阶梯-校准前-1.2mm-320kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[31.2, 15.6, 9.3, 6.0, 4.0, 2.7, 1.9, 1.2, 1.0, 0.9]",-,"[60.7, 39.5, 26.9, 18.6, 13.1, 9.3, 6.8, 5.0, 3.6, 3.0]",-
铜阶梯-校准后-0.6mm-200kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[26.1, 10.9, 5.6, 3.0, 1.7, 1.0, 0.3, 0.1, 0.0, 0.0]",-,"[82.3, 46.0, 27.5, 16.8, 10.6, 6.7, 4.3, 2.9, 1.9, 1.4]",-
铜阶梯-校准后-0.6mm-220kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[28.1, 12.3, 6.6, 3.8, 2.1, 1.2, 0.8, 0.2, 0.0, 0.1]",-,"[87.0, 50.5, 31.1, 19.7, 12.8, 8.4, 5.6, 3.8, 2.6, 2.1]",-
铜阶梯-校准后-0.6mm-240kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[30.1, 13.7, 7.6, 4.4, 2.7, 1.7, 1.0, 0.7, 0.1, 0.2]",-,"[91.2, 54.5, 34.5, 22.4, 14.9, 10.0, 6.9, 4.8, 3.2, 2.6]",-
铜阶梯-校准后-0.6mm-260kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[31.9, 15.0, 8.5, 5.1, 3.2, 2.1, 1.2, 1.0, 0.4, 0.3]",-,"[94.6, 57.8, 37.3, 24.7, 16.8, 11.5, 8.0, 5.7, 4.0, 3.2]",-
铜阶梯-校准后-0.6mm-280kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[33.4, 16.2, 9.4, 5.8, 3.7, 2.4, 1.6, 1.0, 0.8, 0.7]",-,"[97.0, 60.5, 39.7, 26.7, 18.4, 12.8, 9.1, 6.5, 4.7, 3.8]",-
铜阶梯-校准后-0.6mm-300kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[35.9, 17.7, 10.5, 6.6, 4.3, 2.9, 2.0, 1.2, 1.0, 0.9]",-,"[99.4, 63.0, 42.0, 28.6, 19.9, 14.1, 10.1, 7.3, 5.3, 4.3]",-
铜阶梯-校准后-0.6mm-320kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[40.1, 20.3, 12.2, 7.8, 5.2, 3.5, 2.4, 1.8, 1.1, 1.2]",-,"[101.5, 65.2, 43.9, 30.3, 21.3, 15.2, 11.0, 8.1, 5.9, 5.0]",-
铜阶梯-校准后-1.2mm-200kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[29.3, 12.0, 6.1, 3.3, 1.9, 1.0, 0.6, 0.1, 0.0, 0.1]",-,"[95.9, 54.9, 33.0, 20.4, 12.9, 8.2, 5.4, 3.6, 2.3, 1.9]",-
铜阶梯-校准后-1.2mm-220kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[31.4, 13.6, 7.2, 4.1, 2.4, 1.4, 1.0, 0.5, 0.0, 0.2]",-,"[100.7, 59.7, 37.2, 23.8, 15.5, 10.2, 6.9, 4.7, 3.2, 2.5]",-
铜阶梯-校准后-1.2mm-240kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[33.5, 15.1, 8.3, 4.9, 3.0, 2.0, 1.1, 0.9, 0.3, 0.4]",-,"[104.6, 63.8, 40.7, 26.7, 17.9, 12.1, 8.3, 5.8, 4.1, 3.2]",-
铜阶梯-校准后-1.2mm-260kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[35.4, 16.4, 9.3, 5.7, 3.6, 2.3, 1.4, 1.0, 0.6, 0.7]",-,"[107.9, 67.2, 43.9, 29.3, 19.9, 13.8, 9.7, 6.9, 4.9, 3.9]",-
铜阶梯-校准后-1.2mm-280kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[36.9, 17.6, 10.2, 6.4, 4.1, 2.7, 1.9, 1.2, 0.9, 0.9]",-,"[110.5, 70.2, 46.6, 31.6, 21.9, 15.4, 10.9, 7.9, 5.7, 4.7]",-
铜阶梯-校准后-1.2mm-300kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[38.7, 19.0, 11.2, 7.1, 4.7, 3.1, 2.1, 1.5, 1.0, 1.0]",-,"[113.0, 72.8, 49.0, 33.6, 23.6, 16.8, 12.0, 8.8, 6.4, 5.2]",-
铜阶梯-校准后-1.2mm-320kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[41.4, 20.6, 12.5, 8.0, 5.3, 3.6, 2.5, 1.9, 1.1, 1.2]",-,"[114.5, 74.8, 50.8, 35.4, 25.0, 17.9, 13.1, 9.6, 7.1, 5.9]",-
铝阶梯-校准前-0.6mm-200kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[39.3, 34.7, 30.3, 26.7, 23.5, 20.7, 18.3, 16.2, 14.4, 12.7]",-,"[30.1, 27.7, 25.2, 23.0, 21.0, 19.2, 17.5, 16.0, 14.6, 13.2]",-
铝阶梯-校准前-0.6mm-220kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[46.2, 40.9, 35.9, 31.6, 27.9, 24.7, 21.9, 19.5, 17.3, 15.3]",-,"[38.5, 35.5, 32.4, 29.6, 27.1, 24.8, 22.7, 20.9, 19.1, 17.4]",-
铝阶梯-校准前-0.6mm-240kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[53.2, 47.2, 41.5, 36.6, 32.5, 28.8, 25.6, 22.8, 20.3, 18.0]",-,"[47.5, 43.8, 40.1, 36.7, 33.7, 30.9, 28.3, 26.0, 23.9, 21.8]",-
铝阶梯-校准前-0.6mm-260kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[60.3, 53.5, 47.2, 41.8, 37.0, 32.9, 29.3, 26.1, 23.3, 20.7]",-,"[56.9, 52.5, 48.1, 44.2, 40.6, 37.3, 34.3, 31.6, 29.0, 26.5]",-
铝阶梯-校准前-0.6mm-280kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[67.4, 59.9, 52.9, 46.8, 41.6, 37.0, 33.0, 29.5, 26.3, 23.4]",-,"[66.6, 61.6, 56.5, 52.0, 47.8, 44.0, 40.5, 37.3, 34.4, 31.5]",-
铝阶梯-校准前-0.6mm-300kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[74.4, 66.4, 58.6, 52.0, 46.2, 41.2, 36.8, 32.9, 29.4, 26.2]",-,"[76.6, 70.8, 65.2, 60.0, 55.2, 50.8, 46.9, 43.3, 39.9, 36.6]",-
铝阶梯-校准前-0.6mm-320kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[81.5, 72.6, 64.3, 57.1, 50.8, 45.4, 40.5, 36.3, 32.5, 29.0]",-,"[86.8, 80.4, 74.0, 68.2, 62.9, 58.0, 53.5, 49.5, 45.7, 42.0]",-
铝阶梯-校准前-1.2mm-200kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[31.7, 28.0, 24.5, 21.6, 19.0, 16.7, 14.9, 13.1, 11.6, 10.2]",-,"[21.3, 19.6, 18.0, 16.4, 15.0, 13.8, 12.6, 11.6, 10.6, 9.6]",-
铝阶梯-校准前-1.2mm-220kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[37.1, 32.9, 28.9, 25.5, 22.5, 19.9, 17.7, 15.7, 13.9, 12.2]",-,"[27.7, 25.6, 23.5, 21.6, 19.8, 18.1, 16.7, 15.3, 14.1, 12.8]",-
铝阶梯-校准前-1.2mm-240kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[42.6, 37.9, 33.4, 29.5, 26.1, 23.1, 20.5, 18.3, 16.2, 14.4]",-,"[34.6, 32.0, 29.4, 27.1, 24.9, 22.9, 21.1, 19.4, 17.9, 16.2]",-
铝阶梯-校准前-1.2mm-260kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[48.2, 42.9, 37.8, 33.5, 29.7, 26.4, 23.5, 21.0, 18.6, 16.5]",-,"[41.7, 38.7, 35.6, 32.8, 30.2, 27.9, 25.7, 23.7, 21.9, 20.0]",-
铝阶梯-校准前-1.2mm-280kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[53.7, 47.8, 42.3, 37.4, 33.3, 29.6, 26.4, 23.6, 21.0, 18.7]",-,"[49.2, 45.7, 42.1, 38.9, 35.9, 33.1, 30.6, 28.2, 26.1, 23.9]",-
铝阶梯-校准前-1.2mm-300kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[59.1, 52.7, 46.7, 41.4, 36.8, 32.8, 29.3, 26.3, 23.4, 20.8]",-,"[57.1, 53.0, 48.9, 45.2, 41.7, 38.6, 35.6, 33.0, 30.5, 27.9]",-
铝阶梯-校准前-1.2mm-320kV-2mA-user.tif,Step,Normalized (8bit from 16bit-user),S1-S10 (Thin->Thick),"[65.3, 58.4, 51.7, 45.9, 40.9, 36.5, 32.7, 29.3, 26.5, 23.3]",-,"[64.9, 60.4, 55.9, 51.6, 47.7, 44.2, 40.9, 37.8, 35.1, 32.1]",-
铝阶梯-校准后-0.6mm-200kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[73.4, 64.9, 56.9, 50.0, 44.1, 39.0, 34.5, 30.7, 27.2, 24.0]",-,"[112.9, 103.6, 94.5, 86.3, 78.9, 72.1, 66.0, 60.4, 55.3, 50.3]",-
铝阶梯-校准后-0.6mm-220kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[75.3, 66.7, 58.6, 51.7, 45.7, 40.5, 35.9, 31.9, 28.4, 25.2]",-,"[114.5, 105.5, 96.4, 88.3, 80.8, 74.1, 67.9, 62.4, 57.2, 52.1]",-
铝阶梯-校准后-0.6mm-240kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[77.1, 68.4, 60.2, 53.2, 47.1, 41.8, 37.1, 33.1, 29.5, 26.1]",-,"[115.8, 106.8, 97.9, 89.7, 82.3, 75.6, 69.4, 63.8, 58.6, 53.5]",-
铝阶梯-校准后-0.6mm-260kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[78.8, 70.0, 61.8, 54.6, 48.4, 43.1, 38.3, 34.2, 30.5, 27.1]",-,"[117.1, 108.1, 99.2, 91.1, 83.7, 76.9, 70.8, 65.2, 60.0, 54.9]",-
铝阶梯-校准后-0.6mm-280kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[80.2, 71.4, 63.1, 55.8, 49.6, 44.1, 39.3, 35.1, 31.4, 27.9]",-,"[117.5, 108.8, 99.9, 91.8, 84.5, 77.8, 71.6, 66.1, 60.9, 55.8]",-
铝阶梯-校准后-0.6mm-300kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[83.8, 74.6, 66.0, 58.5, 52.0, 46.4, 41.4, 37.0, 33.1, 29.5]",-,"[118.3, 109.6, 100.7, 92.7, 85.4, 78.8, 72.6, 67.0, 61.9, 56.7]",-
铝阶梯-校准后-0.6mm-320kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[91.5, 81.6, 72.2, 64.1, 57.2, 50.9, 45.5, 40.8, 36.5, 32.6]",-,"[119.2, 110.3, 101.6, 93.6, 86.3, 79.7, 73.5, 67.9, 62.8, 57.6]",-
铝阶梯-校准后-1.2mm-200kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[74.7, 66.1, 58.0, 51.0, 45.0, 39.8, 35.2, 31.4, 27.7, 24.5]",-,"[117.3, 108.3, 99.3, 91.2, 83.4, 76.6, 70.3, 64.7, 59.5, 53.9]",-
铝阶梯-校准后-1.2mm-220kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[76.5, 67.9, 59.7, 52.6, 46.6, 41.3, 36.6, 32.6, 28.9, 25.6]",-,"[118.9, 109.8, 101.0, 92.8, 85.2, 78.3, 72.1, 66.5, 61.2, 55.7]",-
铝阶梯-校准后-1.2mm-240kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[78.3, 69.5, 61.2, 54.1, 47.9, 42.6, 37.9, 33.7, 29.9, 26.6]",-,"[120.0, 111.2, 102.3, 94.1, 86.7, 79.9, 73.5, 67.8, 62.5, 57.1]",-
铝阶梯-校准后-1.2mm-260kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[79.9, 71.1, 62.8, 55.6, 49.4, 43.9, 39.1, 34.9, 31.0, 27.6]",-,"[121.2, 112.4, 103.5, 95.5, 88.1, 81.1, 75.0, 69.2, 64.0, 58.4]",-
铝阶梯-校准后-1.2mm-280kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[81.3, 72.6, 64.1, 56.9, 50.5, 45.0, 40.1, 35.9, 32.0, 28.4]",-,"[122.1, 113.4, 104.5, 96.5, 89.1, 82.3, 76.1, 70.4, 65.1, 59.4]",-
铝阶梯-校准后-1.2mm-300kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[82.6, 73.8, 65.3, 58.0, 51.6, 46.0, 41.1, 36.8, 32.8, 29.3]",-,"[122.9, 114.1, 105.4, 97.4, 90.0, 83.2, 76.9, 71.1, 65.9, 60.4]",-
铝阶梯-校准后-1.2mm-320kV-2mA-orig.tif,Step,Normalized (8bit 80%),S1-S10 (Thin->Thick),"[86.3, 77.2, 68.4, 60.7, 54.2, 48.4, 43.2, 38.8, 35.1, 30.9]",-,"[123.2, 114.5, 105.9, 97.8, 90.6, 83.8, 77.5, 71.9, 66.6, 61.1]",-
